STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,accident,Accident,victim,Type of victim,pers_cat,Category of persons,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2011,,4,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2012,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2013,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2014,,12,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2015,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2016,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2017,,6,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2018,,6,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2019,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2020,,6,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2021,,4,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2022,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2023,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2007,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2008,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2009,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2010,,12,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2011,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2012,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2013,,4,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2014,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2015,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2016,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2017,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2018,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2019,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2020,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2021,,1,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2022,,1,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EE,Estonia,2023,,3,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2006,,38,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2007,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2008,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2009,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2010,,29,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2011,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2012,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2013,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2014,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2015,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2016,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2017,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2018,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2019,,12,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2020,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2021,,6,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2022,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,EL,Greece,2023,,60,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,ES,Spain,2006,,56,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,ES,Spain,2007,,65,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,ES,Spain,2008,,46,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,ES,Spain,2009,,31,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,ES,Spain,2010,,37,,,,,
